Date,Headline,Sentiment,URL
9/8/17,Bitcoin Fund Manager Wins Approval From Canadian Regulators,2,https://www.coindesk.com/bitcoin-fund-manager-wins-approval-canadian-regulators/
9/8/17,Howard Marks 'Willing to Be Proved Wrong' on Bitcoin,0,https://www.coindesk.com/howard-marks-softens-cryptocurrency-stance-not-real-comments/
9/8/17,Report Casts Doubt on Future of China's Bitcoin Exchanges,-2,https://www.coindesk.com/report-casts-doubt-future-chinas-bitcoin-exchanges/
9/8/17,Lightning's Next Act: Decentralizing Bitcoin Mining?,1,https://www.coindesk.com/hub-and-spoke-could-bitcoins-lightning-network-decentralize-mining/
9/7/17,Wallet Provider Blockchain Partners With Indian Bitcoin Exchange,2,https://www.coindesk.com/wallet-provider-blockchain-partners-with-indian-exchange-unocoin/
9/7/17,US Lawmakers Seek Tax Exemption for Bitcoin Transactions Below $600,2,https://www.coindesk.com/us-lawmakers-seek-tax-exemption-bitcoin-transactions-600/
9/7/17,Bitcoin Breakout? Price Action Analysis Hints at Possible Pullback,-1,https://www.coindesk.com/breakout-bitcoin-analysis-hints-price-might-head-back-4000/
9/7/17,Accountancy Platform Xero Adds Veem's Bitcoin-Powered Payments,2,https://www.coindesk.com/accountancy-platform-xero-adds-veems-bitcoin-powered-payments/
9/5/17,Calling the Crypto-Wealthy: Celebrity Baroness Unveils Luxury Bitcoin Condos,2,https://www.coindesk.com/calling-crypto-wealthy-uk-baroness-unveils-luxury-bitcoin-condos/
9/5/17,'Not an Investment': Internet Archive Defends Decision to Hold Bitcoin,2,https://www.coindesk.com/not-an-investment-why-the-internet-archive-accepts-bitcoin-donations/
9/5/17,"Bitcoin's Price Is Now Down 20% from Its $5,000 All-Time High",-2,https://www.coindesk.com/bitcoins-price-now-20-5000-high/
9/4/17,"Analysis: Bitcoin Price Corrects on China News, But Uptrend Still Intact",1,https://www.coindesk.com/bitcoin-price-healthy-correction-uptrend-intact/
9/4/17,"Bitcoin Price Falls Below $4,500 as Crypto Markets Lose Billions",-2,https://www.coindesk.com/bitcoin-price-drops-by-over-250-as-crypto-markets-lose-billions/
9/3/17,Stuck With Fees? New Bitcoin Tech Could End Wallet Guessing Games,1,https://www.coindesk.com/stuck-fees-new-bitcoin-tech-end-wallet-guessing-games/
9/2/17,"Bitcoin Drops Below $5,000 as Crypto Markets See $13 Billion Sell-Off",-2,https://www.coindesk.com/bitcoin-drops-5000-crypto-markets-see-13-billion-sell-off/
9/2/17,"$5,000: Bitcoin Price Hits Historic New Milestone",2,https://www.coindesk.com/5000-bitcoin-price-hits-historic-new-milestone/
9/1/17,BTC-e's Big Claim: Bitcoin Withdrawals to Begin Today,-1,https://www.coindesk.com/btc-es-big-claim-bitcoin-withdrawals-begin-tomorrow/
9/1/17,Monopoly-Resistant Mining? Paper Claims Bitcoin Centralization Fears Overblown,2,https://www.coindesk.com/monopoly-resistant-mining-paper-claims-bitcoin-centralization-fears-overblown/
9/1/17,"$4,880: Bitcoin Price Climbs to Another All-Time High",1,https://www.coindesk.com/4880-bitcoin-price-climbs-to-another-all-time-high/
8/31/17,"Bitcoin Price Jumps Above $4,800 for the First Time",2,https://www.coindesk.com/bitcoin-price-jumps-4800-first-time/
8/31/17,"Weeks After Seizure, Troubled Bitcoin Exchange BTC-e Is Back Online",0,https://www.coindesk.com/is-btc-e-back-troubled-exchange-enables-user-log-ins-weeks-after-crackdown/
8/31/17,F2Pool Reneges: Bitcoin Pool Pulls Segwit2x Support Over Hard Fork,-1,https://www.coindesk.com/f2pool-reneges-mining-pool-pulls-segwit2x-support-hard-fork/
8/31/17,"No, Moscow Exchange Hasn't Launched Bitcoin or Crypto Trading – Yet",-1,https://www.coindesk.com/moscow-exchange-no-plans-launch-bitcoin-trading/
8/31/17,'Game of Skill': US Markets Tech Provider Launches Bitcoin Betting Game,1,https://www.coindesk.com/game-skill-us-markets-tech-provider-launches-bitcoin-betting-game/
8/31/17,Creator of World's First Bitcoin Fuel Pump Plans Lightning Support,2,https://www.coindesk.com/creator-of-worlds-first-bitcoin-fuel-pump-plans-lightning-support/
8/31/17,Bitcoin Price Sets New All-Time High as Crypto Market Tops $170 Billion,2,https://www.coindesk.com/bitcoin-price-sets-new-time-high-crypto-market-tops-170-billion/
8/31/17,Bitcoin Retirement Fund Provider Adds Ripple in IRA Product Update,2,https://www.coindesk.com/bitcoin-retirement-fund-provider-adds-ripple-in-ira-product-update/
8/30/17,Embattled BTC-e Outlines Three-Stage Process for Bitcoin Exchange Relaunch,1,https://www.coindesk.com/embattled-btc-e-outlines-three-stage-process-bitcoin-exchange-relaunch/
8/30/17,Monero Is Getting Its Own Version of LocalBitcoins,0,https://www.coindesk.com/monero-getting-version-localbitcoins/
8/29/17,"The Bitcoin Price Just Set a New All-Time High Above $4,700",2,https://www.coindesk.com/bitcoin-price-just-set-new-time-high/
8/29/17,Bitcoin Meets Zcash: Developers Test Tool for Trustless Trades,0,https://www.coindesk.com/bitcoin-meets-zcash-developers-test-tool-trustless-trades/
8/29/17,Russian Regulator: Bitcoin Should Be Limited to 'Qualified Investors',-1,https://www.coindesk.com/russian-regulator-bitcoin-limited-qualified-investors/
8/29/17,SegWit's Slow Rollout: Why Bitcoin's Capacity Hasn't Seen a Sudden Boost,0,https://www.coindesk.com/segwits-slow-rollout-bitcoins-capacity-hasnt-seen-sudden-boost/
8/28/17,Bitcoin Short: ETF Firm Rex Eyes Downside Potential With Fund Filing,1,https://www.coindesk.com/bitcoin-short-etf-firm-rex-eyes-downside-potential-new-fund-launch/
8/28/17,Bank of Mexico Governor: Bitcoin More Commodity Than Currency,2,https://www.coindesk.com/bank-of-mexico-governor-bitcoin-more-commodity-than-currency/
8/28/17,Third in a Month: SEC Moves to Halt OTC Trading for Bitcoin Firm,-1,https://www.coindesk.com/third-in-a-month-sec-moves-to-halt-otc-trading-for-bitcoin-firm/
8/25/17,Bitcoin Prices Rise But Fall Short of All-Time High,1,https://www.coindesk.com/bitcoin-prices-rise-fall-short-time-high/
8/25/17,Bitcoin Exchange BTC-e Promises 'Daily' Updates During Relaunch Attempt,0,https://www.coindesk.com/bitcoin-exchange-btc-e-promises-daily-updates-relaunch-attempt/
8/25/17,Vietnam Is Preparing to Legally Recognize Bitcoin,2,https://www.coindesk.com/vietnam-preparing-legally-recognize-bitcoin-2018/
8/25/17,"Bitcoin Prices Bounce Back Above $4,400",2,https://www.coindesk.com/bitcoin-prices-bounce-back-above-4400/
8/25/17,Bitcoin's Lightning Network Moves Closer to Compatibility,2,https://www.coindesk.com/bitcoins-lightning-network-moves-closer-compatibility-standard/
8/24/17,SEC Suspends Trading of Publicly Listed Bitcoin Firm,-2,https://www.coindesk.com/sec-suspends-trading-publicly-listed-bitcoin-firm/
8/24/17,ETF Firm REX Seeks SEC Approval for Bitcoin Derivatives Fund,2,https://www.coindesk.com/etf-firm-rex-seeks-sec-approval-bitcoin-derivatives-fund/
8/24/17,Manufacturing Giant Midea Wants to Put Bitcoin Miners in Household Appliances,0,https://www.coindesk.com/manufacturing-giant-midea-wants-to-put-bitcoin-miners-in-household-appliances/
8/24/17,No SegWit Bump? Bitcoin Price Shrugs Off Upgrade with Sideways Trading,-1,https://www.coindesk.com/no-segwit-bump-bitcoin-price-shrugs-off-tech-upgrade-with-sideways-trading/
8/24/17,Segwit2x Developers Label Controversial Bitcoin Code 'Production Release',-1,https://www.coindesk.com/segwit2x-developers-label-controversial-bitcoin-code-production-release/
8/24/17,Standpoint Founder: Bitcoin Asset Class Will Grow Into $2 Trillion Market,2,https://www.coindesk.com/standpoint-founder-bitcoin-asset-class-will-grow-2-trillion-market/
8/23/17,MGT Capital Raises $2.4 Million to Expand Bitcoin Mining Operation,2,https://www.coindesk.com/john-mcafee-raises-2-4-million-expand-bitcoin-mining-operation/
8/23/17,SegWit Goes Live: Why Bitcoin's Big Upgrade Is a Blockchain Game-Changer,1,https://www.coindesk.com/50-blocks-segwit-bitcoins-coming-upgrade-blockchain-game-changer/
8/23/17,Chasing Profit? Bitcoin Miners Swap Networks As Difficulty Swings,-1,https://www.coindesk.com/chasing-profit-bitcoin-cash-miners-swap-networks-difficulty-swings/
8/23/17,Congressional Candidate Now Accepting Bitcoin Donations for 2018 Election,1,https://www.coindesk.com/congressional-candidate-now-accepting-bitcoin-donations-2018-election/
8/23/17,Bitcoin Prices Are Up Over $100 Already Today,2,https://www.coindesk.com/bitcoin-prices-100-already-today/
8/22/17,The IRS Has Been Using Bitcoin Tracking Software Since 2015,0,https://www.coindesk.com/irs-using-bitcoin-tracking-software-since-2015/
8/22/17,The Newest Version of the Opendime Bitcoin Wallet Is Out,0,https://www.coindesk.com/the-newest-version-of-the-opendime-bitcoin-wallet-is-out/
8/22/17,Bitcoin's Battle Over Segwit2x Has Begun,0,https://www.coindesk.com/bitcoins-battle-segwit2x-begun/
8/22/17,"Bitcoin Prices Dip Below $4,000 to Hit 7-Day Low",-1,https://www.coindesk.com/bitcoin-prices-dip-4000-hit-7-day-low/
8/21/17,Take Two: Bitcoin Miner BTCS Announces New Merger Deal,2,https://www.coindesk.com/take-two-bitcoin-miner-btcs-announces-new-merger-deal/
8/21/17,A Bitcoin Law for Every State? Interest and Animosity Greet Model US Regulation,1,https://www.coindesk.com/a-bitcoin-law-for-every-state-appetite-and-animosity-greet-model-us-regulation/
8/18/17,Corporate Analyst Fisco Tests Issuance of Bitcoin Bond in Japan,2,https://www.coindesk.com/corporate-analyst-fisco-tests-issuance-bitcoin-bond-japan/
8/18/17,Overseas Expansion: Japan's BitFlyer to Sell Bitcoin in US Market,2,https://www.coindesk.com/japanese-bitcoin-exchange-bitflyer-announces-us-expansion/
8/17/17,"Bitcoin Bear Peter Schiff Doubles Down: Even at $4,000 It's Still a 'Bubble'",-1,https://www.coindesk.com/bitcoin-bear-peter-schiff-doubles-even-4000-still-bubble/
8/17/17,Bitcoin's Biggest Software Wallet Blockchain Adds Ethereum,0,https://www.coindesk.com/blockchain-adds-ether-to-its-bitcoin-wallet-service/
8/17/17,$7 Million: Bitcoin Wallet Startup Breadwallet Raises New Funding,2,https://www.coindesk.com/7-million-bitcoin-wallet-startup-breadwallet-raises-new-funding/
8/17/17,Lightning Bank Ledgers? Bitfury and Ripple Demo New Twist on Bitcoin Tech,0,https://www.coindesk.com/lightning-bank-ledgers-bitfury-ripple-demo-new-twist-bitcoin-tech/
8/17/17,Coinbase Awarded Patent for Bitcoin Security Concept,2,https://www.coindesk.com/coinbase-awarded-patent-for-bitcoin-security-concept/
8/17/17,"Bitcoin Prices Reach New All-Time High of Over $4,500",2,https://www.coindesk.com/bitcoin-prices-reach-new-all-time-high-of-over-4500/
8/17/17,Anonymous Email Service ProtonMail Adds Bitcoin Payment Option,2,https://www.coindesk.com/anonymous-email-service-protonmail-adds-bitcoin-payment-option/
8/16/17,Cryptocurrency Exchange ShapeShift Acquires Bitcoin Wallet Startup,1,https://www.coindesk.com/cryptocurrency-exchange-shapeshift-acquires-bitcoin-wallet-startup/
8/16/17,"Block 494,784: Segwit2x Developers Set Date for Bitcoin Hard Fork",0,https://www.coindesk.com/block-494784-segwit2x-developers-set-date-bitcoin-hard-fork/
8/16/17,"Bitcoin Down $100 as Price Seeks Support Above $4,000",2,https://www.coindesk.com/bitcoin-100-price-fights-stay-4000/
8/15/17,S&P 500 or Cryptocurrency: Just How Big Is Bitcoin's Price Explosion?,-1,https://www.coindesk.com/sp-cryptocurrency-contextualizing-bitcoins-price-explosion/
8/15/17,$45 Million: Ukrainian Lawmakers Reveal Big Bitcoin Holdings,2,https://www.coindesk.com/45-million-ukrainian-lawmakers-reveal-big-bitcoin-holdings/
8/15/17,Bitcoin's Price Is Down More Than $500 After Hitting a New High,-1,https://www.coindesk.com/bitcoins-price-500-hitting-new-high/
8/15/17,Blockstream Is Using Satellites to Beam Bitcoin Down to Earth,1,https://www.coindesk.com/blockstream-using-satellites-beam-bitcoin-earth/
8/15/17,Bitcoin Bill Delayed as Russian Lawmakers Seek 'Optimal Solution',0,https://www.coindesk.com/bitcoin-bill-delayed-as-russian-lawmakers-seek-optimal-solution/
8/15/17,"Bitcoin Sets New Record High of $4,483 in Overnight Trading",2,https://www.coindesk.com/bitcoin-sets-new-record-high-of-4483-in-overnight-trading/
8/15/17,"Bitcoin Price Tops $4,400 As Crypto Market Nears $150 Billion",2,https://www.coindesk.com/bitcoin-price-tops-4400-crypto-market-nears-150-billion/
8/14/17,"$4,800: Goldman Sachs Analyst Thinks the Bitcoin Price Is Heading Higher",2,https://www.coindesk.com/4800-goldman-sachs-analyst-thinks-bitcoin-price-heading-higher/
8/14/17,New Bitcoin ETF Effort Launched by Money Management Firm,2,https://www.coindesk.com/new-bitcoin-etf-effort-launched-money-management-firm/
8/14/17,What the Fork? Why Bitcoin Tech Changes Impact Price,0,https://www.coindesk.com/bitcoin-forks-easy-introduction-investors/
8/14/17,"Bitcoin Prices Reach (Yet Another) All-Time High, Passing $4,300",2,https://www.coindesk.com/bitcoin-prices-reach-yet-another-all-time-high-passing-4240/
8/13/17,"Bitcoin Prices Pass $4,000 for the First Time",2,https://www.coindesk.com/bitcoin-prices-pass-4000-for-the-first-time/
8/11/17,The Bitcoin Price Just Inched Up to Set Another All-Time High,2,https://www.coindesk.com/bitcoin-price-just-inched-set-another-time-high/
8/10/17,Bitcoin Exchange Coincheck Unveils $450k Startup Investment Fund,2,https://www.coindesk.com/bitcoin-exchange-coincheck-unveils-startup-investment-fund/
8/10/17,$100 Million: Coinbase Raises Biggest-Ever Round for Bitcoin Startup,2,https://www.coindesk.com/coinbase-bitcoin-100-million-series-d/
8/10/17,UK Police Want to Change the Law to Make Bitcoin Seizures Easier,-1,https://www.coindesk.com/uk-police-want-change-law-make-bitcoin-seizures-easier/
8/9/17,Bring on the Forks: Bitcoin Traders See Improving Price Outlook for 2017,1,https://www.coindesk.com/traders-forks-bitcoin-price-outlook-improves/
8/9/17,Full Steam Ahead? Segwit2x Reaffirms Bitcoin Hard Fork Plan,2,https://www.coindesk.com/full-steam-ahead-segwit2x-reconfirm-bitcoin-hard-fork-plan/
8/9/17,BTC-e Goes Bitfinex? Bitcoin Exchange Could Issue Tokens in Bid to Relaunch,0,https://www.coindesk.com/btc-e-goes-bitfinex-bitcoin-exchange-could-issue-tokens-in-bid-to-relaunch/
8/9/17,Department Store Operator Begins Testing Bitcoin Payments in Japan,2,https://www.coindesk.com/department-store-operator-begins-testing-bitcoin-payments-japan/
8/9/17,Safello Aims for Comeback with New Bitcoin Buying Option,1,https://www.coindesk.com/bitcoin-exchange-safello-introduces-credit-card-support-relaunches-norway/
8/9/17,Fidelity Brings Bitcoin Tracking to Traditional Investor Portfolios,2,https://www.coindesk.com/fidelity-brings-bitcoin-tracking-traditional-investor-portfolios/
8/8/17,It's Official: Segregated Witness Will Activate on Bitcoin,1,https://www.coindesk.com/its-official-segregated-witness-will-activate-on-bitcoin/
8/8/17,$100 Million: Putin Advisor Targets Big Raise for Bitcoin Mining ICO,2,https://www.coindesk.com/100-million-putin-advisor-targets-big-raise-bitcoin-mining-ico/
8/8/17,"$3,500: Bitcoin Price Sets Another New All-Time High",2,https://www.coindesk.com/3500-bitcoin-price-sets-another-new-time-high/
8/8/17,Lawmakers Want to See Bitcoin Become an Official Currency in Australia,2,https://www.coindesk.com/lawmakers-want-see-bitcoin-become-official-currency-australia/
8/8/17,SegWit Lock-In: What the Tech Milestone Means for Bitcoin,1,https://www.coindesk.com/segwits-likely-lock-todays-milestone-means-bitcoin/
8/7/17,OSTK to HODL: Overstock to Keep 50% of All Bitcoin Payments as Investments,0,https://www.coindesk.com/ostk-hodl-overstock-keep-50-bitcoin-payments-investments/
8/7/17,Bitcoin Exchange Unocoin to Repay Users After Account Thefts,1,https://www.coindesk.com/bitcoin-exchange-unocoin-repay-users-account-thefts/
8/7/17,Bitcoin Is Now Worth Nearly 3 Times More Than an Ounce of Gold,2,https://www.coindesk.com/bitcoin-is-now-worth-nearly-3-times-as-much-as-gold/
8/7/17,WannaCry On the Move? Bitcoin Crime Evolves in a Multi-Blockchain World,-2,https://www.coindesk.com/wannacry-move-bitcoin-theft-evolves-multi-blockchain-world/
8/7/17,Shopping Mall Bans Bitcoin and Ether Mining as Merchants Run Up Bills,-2,https://www.coindesk.com/korean-mall-bans-bitcoin-ether-mining-merchants-run-bills/
8/5/17,Bitcoin Fork Blues? These New Yorkers Threw a Party,0,https://www.coindesk.com/bitcoin-fork-blues-new-yorkers-threw-party-instead/
8/5/17,"Bitcoin Price Surges Past $3,200 to Hit All-Time High",2,https://www.coindesk.com/bitcoin-price-surges-past-3200-hit-new-time-high/
8/4/17,Troubled BTC-e Exchange Claims Control of Databases and Bitcoin Wallets,-2,https://www.coindesk.com/troubled-btc-e-exchange-claims-control-of-databases-and-bitcoin-wallets/
8/3/17,State Street to Bitcoin Bull: Blockchain Boss Leaves to Launch Crypto Startup,2,https://www.coindesk.com/state-street-bitcoin-bull-blockchain-boss-leaves-launch-crypto-startup/
8/2/17,UASF Revisited: Will Bitcoin's User Revolt Leave a Lasting Legacy?,-1,https://www.coindesk.com/uasf-revisited-will-bitcoins-user-revolt-leave-lasting-legacy/
8/2/17,MultiChain 1.0: Bitcoin-Compatible Private Blockchain Opens for Enterprise,1,https://www.coindesk.com/multichain-1-0-bitcoin-compatible-private-blockchain-launches-for-enterprise/
8/2/17,Quoine Exchange Sued Over Multimillion-Dollar Bitcoin Trade Reversal,-2,https://www.coindesk.com/quoine-exchange-sued-multimillion-dollar-bitcoin-trade-reversal/
8/2/17,Why a Bitcoin Fork Is Not a 'Stock Split',0,https://www.coindesk.com/bitcoin-fork-not-stock-split/
8/1/17,What Happened to Bitcoin: A Recap of the Blockchain's Big Split,0,https://www.coindesk.com/what-happened-to-bitcoin-a-recap-of-the-blockchains-big-split/
8/1/17,The Problem with Bitcoin Price Charts (Explained in Two Charts),0,https://www.coindesk.com/the-problem-with-bitcoin-price-charts-explained-in-two-charts/
8/1/17,Bitcoin UASF Proposal Quietly Activates – to Little Effect,0,https://www.coindesk.com/bitcoin-uasf-proposal-quietly-activates-little-effect/
7/31/17,New York City Staffer Sanctioned For Mining Bitcoins at Work,-1,https://www.coindesk.com/new-york-city-staffer-sanctioned-mining-bitcoins-work/
7/31/17,BTC-e Pledges to Return Customer Bitcoin Days After Police Seize Domain,-1,https://www.coindesk.com/btc-e-pledges-to-return-customer-bitcoin-days-after-police-seize-domain/
7/31/17,Public Company to Convert Bitcoin to Stock in First-of-Its-Kind Fundraise,1,https://www.coindesk.com/public-company-convert-bitcoin-stock-first-kind-fundraise/
7/30/17,Could SPV Support a Billion Bitcoin Users? Sizing up a Scaling Claim,1,https://www.coindesk.com/spv-support-billion-bitcoin-users-sizing-scaling-claim/
7/28/17,Bitcoin Investment Vehicle Adopts Open Strategy Ahead of Blockchain Fork,0,https://www.coindesk.com/bitcoin-investment-vehicle-adopts-open-strategy-ahead-blockchain-fork/
7/28/17,Bitcoin's 'Market Dominance' Climbs Above 50% For First Time Since May,2,https://www.coindesk.com/bitcoins-market-dominance-climbs-50-first-time-since-may/
7/28/17,Why Are Miners Involved in Bitcoin Code Changes Anyway?,0,https://www.coindesk.com/miners-involved-bitcoin-code-changes-anyway/
7/28/17,"Bitcoin Inches Above $2,800 to Hit 5-Day High",2,https://www.coindesk.com/bitcoin-inches-2800-hit-5-day-high/
7/27/17,Bitcoin Startup KeepKey Ends Support For Multibit Wallet Software,0,https://www.coindesk.com/bitcoin-startup-keepkey-ends-support-multibit-wallet-software/
7/27/17,Bitcoin Investment Vehicle Fined $120k by Nasdaq Exchange,-2,https://www.coindesk.com/bitcoin-investment-vehicle-fined-120k-nasdaq-exchange/
7/27/17,The Uniform Law Commission Has Given States a Clear Path to Approach Bitcoin,1,https://www.coindesk.com/uniform-law-commission-given-states-clear-path-approach-bitcoin/
7/27/17,Malta Is Gearing up to Greenlight Bitcoin Gambling,2,https://www.coindesk.com/immediate-future-malta-gearing-greenlight-bitcoin-gambling/
7/27/17,$110 Million: BTC-e Fined as US Vows Crackdown on Bitcoin Exchanges,-2,https://www.coindesk.com/110-million-btc-e-fined-us-vows-crackdown-unregulated-exchanges/
7/26/17,BTC-e Connected to Bitcoin Money Laundering Arrest in Greece,-2,https://www.coindesk.com/btc-e-connected-bitcoin-money-laundering-arrest-greece/
7/26/17,$4 Billion: Russian Man Arrested for Alleged Bitcoin Money Laundering Scheme,-2,https://www.coindesk.com/4-billion-russian-man-arrested-alleged-bitcoin-money-laundering-scheme/
7/26/17,Someone Tried to Extort 52 Bitcoins From Trump Advisor Jared Kushner Last Year,0,https://www.coindesk.com/someone-tried-extort-52-bitcoins-trump-advisor-jared-kushner-last-year/
7/26/17,"Goldman Sachs: Bitcoin May Reach New High Over $3,600",2,https://www.coindesk.com/goldman-sachs-bitcoin-may-reach-new-high-3600/
7/25/17,Australian Bitcoin Exchange Raises $815k in Series A Funding,2,https://www.coindesk.com/australian-bitcoin-exchange-raises-815k-series-funding/
7/25/17,American Express Brings Credit Card Buying to Bitcoin App Abra,2,https://www.coindesk.com/american-express-brings-credit-card-buying-bitcoin-app-abra/
7/25/17,What's Left Before SegWit Goes Live? Bitcoin's Path to More Capacity,0,https://www.coindesk.com/whats-left-before-segwit-goes-live-bitcoins-path-more-capacity/
7/25/17,Bank of America Analyst: Bank Acceptance a 'Crucial Hurdle' for Bitcoin,2,https://www.coindesk.com/bank-america-analyst-bank-acceptance-crucial-hurdle-bitcoin/
7/25/17,Bitcoin Investment Firm Launches Ethereum-Subscribed ICO Fund,0,https://www.coindesk.com/bitcoin-hedge-fund-launches-ethereum-subscribed-ico-investment-vehicle/
7/24/17,Think Bitcoin Is Small Business? Bitfury Is Making Almost $100 Million Annually,2,https://www.coindesk.com/think-bitcoin-small-business-bitfury-making-almost-100-million-annually/
7/24/17,New Hampshire's Bitcoin MSB Exemption Law Takes Effect Next Week,2,https://www.coindesk.com/new-hampshires-bitcoin-msb-exemption-law-takes-effect-next-week/
7/24/17,Kosovo's First Bitcoin ATM Sparks Central Bank Warning,2,https://www.coindesk.com/kosovos-first-bitcoin-atm-sparks-central-bank-warning/
7/23/17,What Coinbase's Cuba Problem Says About the Bitcoin Business,0,https://www.coindesk.com/coinbases-cuba-problem-says-bitcoin-business/
7/22/17,Between a Rock and a Hard Fork: Jeff Garzik's Plan to Avoid a Bitcoin Split,0,https://www.coindesk.com/rock-hard-fork-jeff-garziks-plan-avoid-bitcoin-split/
7/21/17,Understanding Bitcoin's Scaling Debate: Politics Comes First,0,https://www.coindesk.com/understanding-bitcoins-scaling-debate-politics-comes-first/
7/21/17,Crypto Asset Class Clears $90 Billion as Bitcoin Price Spikes,2,https://www.coindesk.com/crypto-asset-class-clears-90-billion-bitcoin-price-spikes/
7/21/17,Arrested Hacker Claims $30 Million Bitcoin Theft – But Offers Little Proof,-1,https://www.coindesk.com/arrested-hacker-claims-30-million-bitcoin-theft-offers-little-proof/
7/21/17,BIP 91 Locks In: What This Means for Bitcoin and Why It's Not Scaled Yet,-1,https://www.coindesk.com/bip-91-locks-means-bitcoin-not-scaled-yet/
7/20/17,Bitcoin Price Surges to One-Month High as Tech Outlook Improves,2,https://www.coindesk.com/bitcoin-surges-one-month-price-high-tech-outlook-improves/
7/20/17,"'Bitcoin Sign Guy' Has a New Job, But He's Keeping His Identity Secret",0,https://www.coindesk.com/bitcoin-sign-guy-new-job-hes-keeping-identity-secret/
7/20/17,Bitcoin Startups Advise Caution as Scaling Proposals Collide,1,https://www.coindesk.com/bitcoin-exchanges-advise-caution-scaling-proposals-collide/
7/19/17,Research Finds Design Flaws in Scaling Proposal Bitcoin Unlimited,-1,https://www.coindesk.com/research-flaws-scaling-proposal-bitcoin-unlimited-emergent-consensus/
7/19/17,Behind on Bitcoin Drama? A (Short) History of Scaling,0,https://www.coindesk.com/behind-bitcoin-drama-short-history-scaling/
7/18/17,Will Miners Signal? Bitcoin's Next Segwit2x Lock-in Period Starts Today,0,https://www.coindesk.com/will-miners-signal-bitcoins-next-segwit2x-lock-period-starts-today/
7/18/17,"Cryptocurrency Market Crosses $80 Billion As Ether, Bitcoin Prices Gain",2,https://www.coindesk.com/crypto-market-crosses-80-billion-ether-bitcoin-prices-gain/
7/18/17,What Could Happen to Bitcoin? A Visual Guide to Scaling Outcomes,1,https://www.coindesk.com/happen-bitcoin-visual-guide-scaling-outcomes/
7/18/17,A Chinese Bitcoin Tycoon and His Record-Breaking ICO,2,https://www.coindesk.com/chinese-bitcoin-tycoon-record-breaking-ico/
7/18/17,CoinDesk Explainer: How BIP 91 Enacts SegWit While Avoiding a Bitcoin Split,0,https://www.coindesk.com/coindesk-explainer-bitcoin-bip-91-implements-segwit-avoiding-split/
7/17/17,Scaling Bitcoin Unveils 2017 Conference Dates,0,https://www.coindesk.com/scaling-bitcoin-unveils-2017-conference-dates/
7/17/17,SatoshiPay to Stop Using Bitcoin Blockchain for Micropayments,-1,https://www.coindesk.com/satoshipay-stop-using-bitcoin-blockchain-micropayments/
7/17/17,Bitcoin's Miners Signal for Segwit2x Scaling Proposal Early,1,https://www.coindesk.com/bip91-begins-bitcoins-miners-signal-segwit2x-scaling-proposal-early/
7/17/17,Bitcoin Meets DLT: Bitfury Releases 'Anchorable' Enterprise Blockchain,1,https://www.coindesk.com/bitfury-releases-enterprise-blockchain-exonum/
7/15/17,"Bitcoin Price Drops Below $2,000 as Crypto Markets Fall Toward $70 Billion",-1,https://www.coindesk.com/bitcoin-price-drops-near-2000-crypto-markets-fall-toward-70-billion/
7/14/17,GDAX Plans to Suspend Bitcoin Withdrawals If UASF Activates,-2,https://www.coindesk.com/gdax-suspend-bitcoin-withdrawals-uasf/
7/14/17,Egyptian Regulators Kill Rumor Domestic Banks Might Handle Bitcoin,-2,https://www.coindesk.com/egyptian-regulators-kill-rumor-domestic-banks-might-handle-bitcoin/
7/14/17,Online Bank Swissquote Partners With Bitstamp to Launch Bitcoin Trading,2,https://www.coindesk.com/online-bank-swissquote-partners-bitstamp-launch-bitcoin-trading/
7/14/17,The Segwit2x Boycott: Bitcoin's UASF Isn't Backing Down From August Deadline,0,https://www.coindesk.com/segwit2x-boycott-bitcoins-uasf-isnt-backing-august-deadline/
7/14/17,"State of Blockchain Survey: The Future of Bitcoin, Ethereum and ICOs",0,https://www.coindesk.com/state-of-blockchain-survey-the-future-of-bitcoin-ethereum-and-icos/
7/14/17,Bitcoin and the Benefits of 'Coopetition',0,https://www.coindesk.com/bitcoin-benefits-coopetition-adversarial-environments/
7/13/17,Report: Indian Government Considers Tax on Bitcoin Purchases,-1,https://www.coindesk.com/report-indian-government-considers-tax-bitcoin-purchases/
7/13/17,Bitcoin Scaling Watch: News & Guides to Navigate the Coming Clash of Code,0,https://www.coindesk.com/bitcoin-scaling-watch-news-guides-navigate-coming-clash-code/
7/13/17,"'Bitcoin Sign Guy' Nets Almost $15,000 After Fed Chair Appearance Goes Viral",2,https://www.coindesk.com/bitcoin-sign-guy-nets-almost-15000-fed-chair-appearance-goes-viral/
7/13/17,Beyond Segwit2x: Paul Sztorc Thinks Bitcoin Needs a New Scaling Roadmap,-1,https://www.coindesk.com/beyond-segwit2x-paul-sztorc-thinks-bitcoin-needs-new-scaling-roadmap/
7/13/17,"Postal Service Customers in Austria Can Now Buy Bitcoin, Ether and More",2,https://www.coindesk.com/postal-service-customers-austria-can-now-buy-bitcoin-ether/
7/12/17,Swiss Bank Launches Bitcoin Asset Management Service,2,https://www.coindesk.com/swiss-bank-launches-bitcoin-asset-management-service/
7/12/17,'Buy Bitcoin' Sign Raised as Fed Chair Janet Yellen Testifies Before Congress,2,https://www.coindesk.com/buy-bitcoin-sign-raised-feds-janet-yellen-testifies-congress/
